,userId,movieId
580,6,31
56845,379,47
59841,387,4403
91243,590,81834
71636,462,1258
91273,591,2840
96483,603,1537
1886,18,1391
32091,220,1049
45256,298,79134
87719,566,10
37399,249,167370
56550,376,454
74512,474,5902
15398,100,2329
4189,27,3751
96626,603,2290
8670,59,1244
24295,168,3788
54261,357,1380
65225,418,1259
24080,167,593
13958,89,128968
66749,430,3174
12041,74,1208
81271,514,3033
30998,217,590
57050,380,1276
83905,534,72308
54061,356,34164
58607,382,1307
54787,362,1732
7302,50,79132
34402,232,33660
13487,87,4023
69638,448,8983
74761,474,7143
55968,369,5902
37673,254,48394
19362,125,55908
88146,567,162606
39180,273,150
69587,448,7373
6353,43,261
77720,483,26082
99407,608,6979
59189,386,185
90513,589,1084
50303,325,1676
80437,509,1713
79937,500,1148
82850,525,5991
12342,76,8957
50833,328,5444
10244,66,5265
6026,42,1370
91247,591,260
97853,606,3101
30801,216,2174
76202,479,4831
75969,477,56367
24521,169,5445
4807,29,2944
88150,567,166291
7525,51,1645
17842,111,160289
11871,73,47099
77454,483,2136
55740,368,2890
70481,448,157172
49429,318,45499
39195,273,344
55050,365,79139
16377,105,4226
16060,104,3034
90745,590,1584
10879,68,3396
15668,103,1466
24922,177,235
54915,365,1259
20041,132,1732
16960,106,76175
35438,239,2858
13344,84,1296
21498,140,4901
45076,298,48516
63227,414,2769
78179,484,37384
54588,359,2384
82537,524,485
30574,213,48877
89936,584,253
17721,111,99007
4111,27,1222
65010,415,750
9623,64,1994
78192,484,52245
24265,168,1248
15425,100,4041
23444,160,1979
8655,59,1090
87909,567,57504
55386,367,4489
31509,218,1380
18527,118,1350
34465,232,42002
59051,385,587
52139,339,5502
30599,213,87520
83557,533,46578
85592,555,2193
46037,305,1246
96516,603,1699
36806,249,31427
16624,105,54272
65997,425,1391
2864,19,3176
7097,49,1214
33351,226,4214
92206,597,440
36771,249,8340
64941,414,150548
36477,249,1485
90964,590,3742
59754,387,3535
77831,483,69122
70151,448,103543
26317,182,1365
86035,559,329
98594,607,2268
36598,249,3307
68827,448,1198
71920,462,69526
26494,182,2551
71836,462,6935
61737,409,1078
36539,249,2306
93458,599,2597
83450,530,454
52123,339,4370
67842,438,3646
70657,452,380
27827,188,2436
96122,603,85
63923,414,5349
40334,274,45726
91860,596,2890
11536,68,86190
27375,186,1269
100218,610,48678
73346,474,994
38095,260,6380
99139,608,3267
49990,322,597
86763,561,2513
87415,563,49286
46362,305,62644
95770,600,8464
28002,191,468
46943,307,1324
1793,18,260
41395,280,58559
15318,100,266
95990,602,150
68673,448,104
99792,610,3997
32610,222,431
24006,166,7153
94559,599,45382
90185,586,91529
59976,387,6465
94860,599,93510
32304,221,922
38815,266,2683
52493,342,2706
86475,560,66097
94703,599,68157
70130,448,102278
19573,125,164881
96983,603,4304
47726,308,293
4561,28,8982
41308,280,2859
88304,570,1225
72022,463,5378
15640,103,1197
72649,469,1518
100418,610,73017
7894,52,95167
37820,256,8984
3762,22,58559
10968,68,4084
41782,284,349
94747,599,74916
35100,234,4226
54928,365,2324
21044,139,69844
23832,165,5066
73187,474,349
88252,570,349
83178,527,454
75694,477,2799
6122,42,2372
82468,523,101962
69945,448,86548
15300,100,3
88313,570,1282
2453,19,931
23335,160,1035
31138,217,1480
68810,448,1089
18490,117,778
31119,217,1374
77469,483,2297
9717,64,3147
29073,200,3253
32782,222,68157
30079,210,7649
74299,474,4499
13112,84,194
21961,143,96821
21574,140,6059
84854,551,5989
76768,480,5816
57981,380,106487
77885,483,91104
61335,403,2641
25223,177,2997
45787,304,500
6366,43,329
68315,441,106782
65975,425,1148
19765,129,4993
86728,561,2144
50247,325,904
63802,414,4890
34338,232,8968
30615,214,780
53102,351,5106
92216,597,492
47376,307,6012
14190,91,374
74730,474,7058
24346,169,364
74420,474,5299
97803,606,2702
64221,414,6936
52737,346,608
92227,597,592
18600,119,7454
10362,68,3
42516,288,2137
50668,327,53519
45420,298,114662
42733,288,3159
93403,599,2403
9754,64,3827
57531,380,6934
3154,20,4449
68073,438,6996
37442,250,3499
22105,145,292
6274,42,4062
69667,448,33794
69924,448,84696
82320,522,8874
26301,182,1274
65033,415,1517
55576,368,1479
65127,416,5951
10442,68,410
15619,103,923
49751,318,103810
50067,322,6874
56071,370,6934
70511,448,165075
36268,247,46578
96222,603,508
19636,127,2100
3971,24,34437
27334,186,750
65023,415,1198
2355,19,414
69352,448,4477
71617,462,1214
56613,376,2628
14938,95,2115
46292,305,48780
79867,498,349
42291,288,1199
57520,380,6755
70180,448,106072
44931,298,6773
41949,286,5989
44873,298,5668
59044,385,540
23554,160,2977
86762,561,2502
61473,405,3535
52525,342,5099
59098,385,1097
3475,21,68793
83763,534,7458
3219,21,1
25291,177,4018
10891,68,3481
38185,262,26
46109,305,2716
93869,599,4452
98570,607,1717
45791,304,539
10079,66,1247
93887,599,4544
58882,383,2546
42358,288,1375
35678,240,529
90971,590,3836
10067,66,1210
1155,10,7153
28152,195,1513
65545,420,7022
5770,41,7438
58590,382,743
18101,113,3755
26135,182,180
10450,68,454
87587,564,58047
58778,382,68954
30176,210,179819
54076,356,45175
93555,599,2993
93827,599,4214
46202,305,6709
10029,66,637
40691,275,1285
57527,380,6874
9998,66,272
94048,599,5540
4551,28,8810
60572,391,1594
44628,298,1439
67560,437,1208
92904,599,731
55514,368,1090
9680,64,2692
15926,103,106766
17660,111,79428
62373,414,174
67627,438,356
54471,357,55290
87923,567,65802
64339,414,8874
32045,219,61348
73438,474,1237
81639,517,1293
1867,18,1222
99267,608,4558
3847,23,2019
65882,424,115713
47733,308,364
24059,167,150
70575,450,1580
35219,237,1586
96051,602,380
52318,339,96079
34711,232,69436
83491,532,457
51022,330,778
41964,287,48
95519,600,2762
31995,219,48774
70785,452,2949
91190,590,50068
64292,414,7445
91349,592,356
34542,232,48783
14259,91,904
84290,540,648
14857,94,410
19584,125,171763
8224,57,1257
40844,275,3408
73550,474,1588
7824,52,39444
58727,382,39292
34059,232,3949
98467,606,68872
76405,480,1307
67790,438,2700
89329,580,111
21138,140,434
47224,307,3977
25437,177,7728
69540,448,6659
68751,448,594
30380,212,56367
26297,182,1267
100532,610,90746
26337,182,1483
17641,111,72407
11775,72,457
51957,337,778
41232,279,143859
71698,462,2369
81482,515,356
69808,448,68954
94465,599,32442
100502,610,86332
78476,489,17
10899,68,3553
66499,428,2460
93001,599,1095
47193,307,3578
11929,73,74458
37987,260,372
62931,414,1884
60124,387,8783
99774,610,3916
79006,489,39414
8927,62,38061
45342,298,94864
73825,474,2501
94366,599,26413
32431,221,2710
86220,560,2701
68464,445,5995
10461,68,531
67168,434,1721
89636,580,6787
46504,305,102903
27533,187,16
97734,606,2212
90961,590,3703
20084,132,2953
73666,474,2028
86450,560,55247
35760,241,71899
95063,599,166528
73349,474,1010
59573,387,2139
59445,387,1262
16447,105,5971
86642,561,1036
51340,331,96610
20707,136,440
73109,474,31
73520,474,1398
26747,182,4054
74429,474,5353
18738,119,138036
52649,344,111443
55263,367,1517
9521,64,924
23032,156,4378
83798,534,37386
98569,607,1625
95589,600,3478
63361,414,3252
81133,514,1198
5817,41,64839
33861,230,41566
89585,580,5319
93423,599,2448
24859,175,44613
4967,32,345
33045,226,2
36271,247,48516
51485,332,3030
4548,28,8644
81647,517,1580
51759,334,27416
99698,610,2951
75721,477,3363
91951,596,7373
79790,496,109374
53562,353,380
24063,167,223
77759,483,42734
49716,318,94959
78585,489,903
92281,597,1148
79758,495,139644
17898,111,182749
83635,534,1562
72862,469,3269
51269,331,8361
58601,382,1204
99271,608,4636
52866,346,8622
16284,105,1260
23054,156,6218
62324,414,50
29771,202,3725
73995,474,3163
28361,198,296
6078,42,1831
64797,414,79091
4870,30,96821
97641,606,1611
98721,608,292
51486,332,3033
59048,385,553
171,1,2628
50214,325,223
58503,381,51084
13251,84,955
58426,381,27706
19131,123,2571
30809,216,2321
65714,422,4855
56342,372,1411
68716,448,428
72963,470,357
82854,525,6188
86861,561,5283
63806,414,4900
20083,132,2908
30807,216,2289
75839,477,6484
52514,342,3203
12720,81,356
14001,89,141646
17223,110,1198
93915,599,4662
69241,448,3751
64210,414,6868
13763,89,51167
2519,19,1367
98524,607,858
57984,380,107723
87428,563,58154
204,1,3168
27094,183,1527
25939,179,671
21949,143,69122
60248,387,54190
63331,414,3142
77770,483,48385
91082,590,6378
36252,247,5989
72355,466,53125
24022,166,33166
84748,548,5955
60644,391,2598
18932,122,3481
51834,335,2770
99054,608,2490
67365,436,165
29011,200,1569
34288,232,8368
51086,330,1732
46471,305,90717
2194,18,96655
90604,590,788
10761,68,2431
33230,226,2082
8498,57,3705
70305,448,118900
18862,122,923
70052,448,95307
65323,419,1036
47580,307,42725
26336,182,1480
50250,325,924
100795,610,143859
19804,129,33004
95041,599,148626
95904,601,5618
32540,221,7318
6306,42,4564
25654,177,68954
95671,600,4814
80903,510,2795
85669,555,2513
44187,294,2002
77612,483,4638
30937,217,329
27665,187,4641
88861,573,7445
61242,401,52287
41995,287,1206
84877,551,51935
25355,177,5957
33282,226,2858
44476,297,170
20252,132,48780
85047,552,3098
94968,599,113849
8482,57,3578
93067,599,1263
28589,199,266
62106,411,455
48401,313,2012
56259,372,1057
65820,424,3948
26614,182,3300
12133,74,7323
97482,606,781
94942,599,106782
37677,254,48780
39522,274,1717
6809,45,4306
81029,512,377
49272,318,5617
4856,30,2571
95752,600,7247
49191,318,3307
61399,404,474
24966,177,597
69755,448,56251
36687,249,5266
38278,263,988
30350,212,8961
75704,477,3036
82756,525,2997
72020,463,4310
18968,122,6333
84380,541,454
5508,39,1584
86210,560,2600
22209,148,112852
7887,52,79091
99171,608,3510
25210,177,2746
9904,64,8783
64936,414,142488
81485,515,2959
43742,292,6297
68797,448,1028
44516,297,1358
3417,21,33004
88539,572,539
11708,70,3152
66116,425,4973
19897,131,4226
93278,599,2002
89482,580,2355
6660,45,1934
76357,480,1092
47069,307,2321
5119,33,1399
54214,357,1084
98515,607,592
1371,13,3578
56043,370,2628
51118,330,2739
57186,380,2401
44103,294,1171
85817,555,3671
13282,84,1132
49580,318,71464
41281,280,1380
3612,21,117529
93616,599,3257
50701,328,904
20549,135,2997
52937,348,903
18064,113,2424
13626,89,3255
14250,91,784
47074,307,2340
74830,474,7714
93436,599,2496
59585,387,2206
66487,428,2174
63600,414,4069
91672,594,6140
11714,70,3730
27615,187,1748
67673,438,852
83244,527,1994
68109,438,8360
31118,217,1373
63165,414,2541
2272,18,180777
49321,318,7206
92894,599,688
7498,51,1235
64359,414,8981
78243,485,457
92846,599,533
7444,51,344
91665,594,5527
7141,50,1148
70770,452,2683
30648,215,1225
8097,57,480
8875,62,5816
45425,298,116138
9339,63,7438
78202,484,61024
85500,555,1541
76305,480,481
3139,20,4232
20114,132,3948
17164,109,474
44236,294,2296
37039,249,74458
40408,274,54785
1788,18,180
41258,280,364
63021,414,2116
10759,68,2427
28260,195,4306
46053,305,1387
88917,573,54272
10485,68,637
2510,19,1333
99631,610,1258
11957,73,93510
14393,91,2028
45195,298,67267
4883,31,17
3876,23,5782
4164,27,2876
48038,312,527
9151,62,183611
84501,542,8528
95989,602,144
35716,241,1193
45114,298,54745
49137,318,2291
67969,438,5349
56962,380,595
34319,232,8864
68913,448,1676
98640,607,3253
51065,330,1299
80843,510,101
59934,387,5617
54843,362,90345
22471,153,2378
46363,305,63062
15469,101,2598
4664,28,53322
26585,182,3113
24162,167,4016
99568,610,471
40317,274,44761
31623,219,1246
15712,103,2423
69976,448,89427
28693,199,1374
85229,554,1032
43787,292,53972
55463,368,485
74139,474,3751
40608,275,441
26039,181,368
55600,368,1673
28473,198,2360
32498,221,4878
4697,28,58293
61057,397,1230
72210,465,1267
78958,489,7147
62784,414,1302
2467,19,1057
41975,287,370
83418,529,135
40224,274,30745
55440,368,350
50881,328,68157
93990,599,5080
85139,553,1245
1509,15,7438
33699,229,344
91640,594,3793
52089,339,2712
31189,217,1729
73503,474,1366
76606,480,3677
97194,605,1517
95486,600,2529
11156,68,7438
29949,206,648
100576,610,97188
44117,294,1261
99075,608,2676
45915,304,2316
55833,368,3763
48846,317,2329
100353,610,63276
18571,119,4306
64834,414,88125
11798,72,2427
16180,104,54001
20481,135,1967
26608,182,3269
6329,43,79
62766,414,1270
54619,359,54286
18818,121,454
22304,151,3
28467,198,2236
79678,495,63082
68625,447,415
48350,313,1371
30235,211,48738
90301,587,1077
15440,100,6059
83288,527,2918
16243,105,903
33799,230,2081
53371,352,56587
88468,571,1995
91859,596,2826
47761,308,2248
76639,480,3994
22827,156,1267
98384,606,40629
59871,387,4787
8700,59,2160
83112,525,164540
22983,156,3099
78864,489,4321
26531,182,2769
76279,480,344
48357,313,1391
9121,62,137857
47570,307,40278
73475,474,1290
23161,159,3114
91248,591,356
69156,448,3146
24860,175,45880
36671,249,4886
46097,305,2409
26458,182,2302
67165,434,1584
60799,392,2291
30734,216,588
