,rating
99308,4.0
32729,1.5
46025,5.0
31648,2.5
58964,1.0
81402,4.0
78304,4.0
36026,3.0
69795,3.0
72229,5.0
62526,5.0
37096,4.0
10437,1.5
73404,4.0
49680,4.0
99884,4.0
93764,2.5
56705,5.0
100016,3.0
3802,3.5
24456,4.0
85361,4.0
73572,4.0
72800,3.0
93663,2.5
76735,4.0
88082,3.5
10755,3.0
18107,5.0
6591,5.0
34054,3.0
21094,4.0
73608,3.0
97965,4.0
76480,2.0
4847,5.0
86987,2.5
98231,4.5
10250,3.5
73902,2.5
31630,4.5
23595,2.0
66374,3.0
58681,5.0
92139,4.0
58541,4.0
15027,4.0
13937,4.5
86296,3.5
45635,4.5
61098,2.5
81428,4.0
21682,3.5
85574,2.0
52392,4.0
85808,3.0
46451,2.0
44950,1.0
13519,4.5
29666,4.0
24748,3.0
43909,3.5
47990,2.5
2345,3.0
78735,1.0
36918,3.5
22031,4.0
55775,2.0
69633,2.0
22712,3.0
70590,4.0
12597,4.0
9940,4.0
67863,2.5
90425,2.0
61466,4.0
16852,5.0
70120,1.0
90655,4.5
7081,2.5
88092,4.5
96060,3.0
69100,4.0
26897,4.0
36452,3.5
27666,4.5
84003,2.0
65988,4.0
9582,4.0
42256,3.0
21503,2.0
32939,5.0
78938,1.5
86707,3.0
93020,5.0
22474,0.5
71824,2.0
79188,3.0
49449,3.5
89196,1.0
44912,2.5
54913,4.0
78116,4.0
52681,4.0
29441,5.0
86948,3.5
40352,4.0
4655,4.5
54344,4.5
48580,4.0
60800,2.0
67272,4.5
5760,3.0
69399,3.5
71744,4.0
43295,5.0
17942,3.5
18728,4.5
2808,3.0
84420,5.0
66635,1.5
31027,3.0
3214,4.0
30985,3.0
76251,2.5
31892,4.5
42907,3.0
73738,3.0
56115,4.5
51587,4.0
59659,3.5
19575,4.0
36033,3.0
83994,4.5
34446,3.5
21918,4.0
9680,5.0
71994,4.5
10663,2.5
42061,5.0
37675,4.0
80011,3.0
33592,4.0
26089,3.0
77740,4.0
56257,3.0
54660,3.5
24965,3.0
17837,4.5
8562,5.0
14616,1.0
45426,3.0
7114,4.0
20316,3.0
11746,3.0
84076,3.0
4755,3.5
42096,4.0
370,3.0
33447,2.0
68705,3.0
51464,4.0
31417,2.0
100633,5.0
89324,5.0
4688,2.5
45031,2.0
60270,4.5
22951,4.0
99413,4.0
24966,4.5
41822,5.0
90994,4.0
77912,5.0
23894,3.5
78114,4.0
19737,4.0
14570,1.0
21487,3.5
43277,5.0
49006,3.0
49608,4.0
52163,5.0
13292,4.0
94996,2.5
55815,3.0
36637,3.0
18475,4.0
35825,4.0
29862,4.5
47796,2.0
9991,2.0
56017,2.5
83723,4.0
68646,5.0
83551,5.0
22175,4.0
75018,3.5
55957,3.0
7686,5.0
14623,4.0
87114,3.0
50631,5.0
29892,4.0
65745,3.5
69299,1.0
95196,2.0
63789,3.0
77421,2.0
58094,4.0
41899,4.0
19610,4.0
65839,4.5
84648,5.0
91214,3.0
73469,4.0
353,5.0
93985,3.5
24129,3.0
95335,1.0
26240,4.0
35191,4.0
40405,2.0
14356,3.0
36054,5.0
89392,4.0
74792,3.5
81148,4.0
98264,4.0
74361,3.0
48442,5.0
16801,5.0
22404,5.0
55104,2.5
65695,2.0
86178,4.0
58054,5.0
28915,2.5
81628,2.0
91866,4.0
70145,2.5
62349,2.0
8416,4.0
76686,2.5
33026,4.0
55770,3.0
85084,3.0
5327,2.5
43379,4.0
75158,4.0
73292,4.0
83017,4.0
15890,4.0
55233,5.0
18867,5.0
8854,5.0
85019,3.0
80439,4.0
27931,5.0
100687,3.5
77601,4.5
59525,2.5
61454,4.0
31849,2.5
10694,4.0
52595,5.0
24265,5.0
70938,4.0
51288,4.0
39580,3.0
90113,4.0
66882,3.5
45150,3.5
269,0.5
12063,5.0
18106,3.0
61094,4.0
46946,3.5
41274,5.0
63023,2.0
56091,5.0
32749,3.5
4768,3.5
67860,4.0
51764,3.5
51100,3.5
17331,4.0
7435,2.5
33005,5.0
9749,3.0
25445,3.5
8512,4.0
24750,3.0
11591,3.0
87158,4.0
87317,3.5
10042,4.0
98648,4.0
60411,3.0
48841,5.0
71991,2.0
81128,4.0
310,3.0
30090,4.0
42695,3.0
8738,4.0
75514,3.5
54774,4.0
95288,2.5
63483,3.0
81077,4.0
75331,3.0
96544,5.0
63610,3.0
55797,3.0
42314,4.0
26394,2.5
40149,2.5
55076,0.5
75525,5.0
18060,3.0
10325,4.5
7561,3.0
66939,3.5
84676,3.0
68306,5.0
91522,4.5
39617,3.0
73974,3.5
68796,3.0
57378,3.0
16329,3.5
93804,3.5
95449,4.0
82243,3.5
81058,5.0
26663,1.5
87050,3.5
38770,5.0
18402,3.0
27270,3.0
99926,5.0
61351,3.0
66021,3.5
50139,4.0
45315,0.5
85728,5.0
74535,4.0
27871,3.5
51060,4.5
44433,5.0
45688,5.0
70960,4.0
59472,4.0
48307,5.0
64691,2.0
30288,4.0
77054,2.0
47960,0.5
15811,4.5
95384,4.0
51724,3.5
4097,4.0
83628,4.0
4290,3.5
46703,5.0
8367,2.0
43656,2.0
14586,4.5
71301,5.0
6678,4.0
38645,2.0
22481,0.5
61499,4.0
57834,1.0
34487,4.0
8975,4.5
86505,1.0
83383,4.0
77589,4.0
676,3.0
34617,3.0
50133,3.5
45558,3.0
965,4.0
95229,2.5
84399,4.0
28055,4.0
60221,4.0
30360,4.0
40406,2.0
41190,3.0
78634,4.0
41218,4.5
49873,5.0
85248,4.0
64007,5.0
1351,5.0
18614,4.0
66683,4.0
14397,2.0
25051,2.5
64444,3.0
61264,4.0
27153,4.5
18861,5.0
42094,3.5
66640,3.0
87279,3.0
92224,4.0
94819,3.5
67893,3.0
55717,3.0
66352,3.5
42852,1.0
77507,3.0
27728,4.5
32031,4.5
30295,4.0
22026,4.5
552,3.0
33508,2.5
49576,4.5
75971,4.0
1305,4.0
16055,3.0
34484,3.0
86346,2.5
61169,4.5
24817,3.0
39154,4.0
60407,3.0
29061,5.0
14154,4.5
91252,5.0
87416,2.5
6689,5.0
2567,2.0
93649,3.5
58022,5.0
43269,3.0
68636,3.0
39470,3.5
79081,3.5
87881,2.5
62187,5.0
94484,1.5
90106,4.0
2317,3.0
88725,3.5
8939,5.0
70488,1.0
60500,5.0
89924,4.0
11286,4.0
23171,2.5
10789,3.5
77960,4.5
43408,4.0
8191,4.0
82414,4.5
42980,3.5
10405,3.5
42411,2.0
69758,4.0
90971,3.5
70748,5.0
80951,5.0
34134,2.0
5964,4.0
7823,4.0
85828,5.0
57978,4.0
11489,4.5
16407,4.0
73091,3.5
69783,3.0
25649,2.0
61436,4.0
65710,4.0
100233,3.5
70152,1.5
31169,3.0
11732,4.0
33950,4.5
10905,3.5
68960,3.0
83227,5.0
38376,4.0
36441,4.0
51835,4.5
16799,4.0
94718,2.5
99557,3.0
58133,4.0
73562,3.0
54097,4.0
81992,4.0
1174,3.0
77266,4.5
35968,2.0
47398,4.0
36355,4.0
95424,4.5
27260,4.0
65675,4.0
57841,4.0
16696,5.0
59200,4.0
78941,2.0
45639,3.5
72849,5.0
2604,3.0
29305,5.0
16713,5.0
12667,4.0
53553,2.0
49862,2.5
43471,4.0
70168,4.0
90116,4.0
87106,5.0
31852,2.0
83831,3.5
10591,2.5
75386,3.0
3550,3.5
37900,1.0
17630,4.0
37588,4.0
6708,5.0
71255,3.0
76794,3.0
35242,4.0
79977,4.0
88238,0.5
4967,5.0
84418,5.0
15386,5.0
18032,1.0
79007,2.0
81163,5.0
27825,5.0
19294,4.5
7082,3.5
81149,4.0
90209,4.0
93896,1.5
26620,5.0
43195,3.0
5917,5.0
48292,5.0
40751,5.0
47787,5.0
53902,3.0
21653,4.5
48686,4.0
94425,3.0
64779,4.5
36,5.0
51780,3.5
3114,2.5
24973,2.5
50546,4.0
39787,3.5
80413,3.5
21477,3.0
47943,4.0
33870,5.0
59536,3.0
72844,4.0
62647,4.0
4647,3.0
85226,4.0
83447,3.0
46160,3.0
846,5.0
52349,3.5
5951,2.0
12635,4.5
55511,3.0
10011,3.0
83149,4.0
63592,1.0
100196,3.0
4619,3.0
97806,2.5
15503,1.0
24732,4.0
3400,0.5
76130,4.0
68143,1.5
70420,2.0
14542,4.0
64307,4.0
85208,2.0
58573,3.0
25592,4.0
34039,3.5
41936,2.5
94869,3.5
27490,4.0
51047,2.5
88887,4.0
100820,2.5
31320,3.0
55578,3.0
22597,0.5
75966,4.0
59462,4.0
36031,5.0
21227,5.0
67815,3.5
96659,3.0
45763,5.0
37287,4.5
6379,3.0
82951,4.0
89992,5.0
15145,4.0
36440,4.0
64506,3.0
66959,4.5
87714,5.0
26446,3.5
82068,5.0
55946,4.0
52077,4.5
29957,5.0
76438,5.0
45917,2.0
67915,3.5
4391,2.5
11248,4.5
46109,4.0
47971,3.5
64089,2.0
48181,4.0
89377,4.5
25434,3.0
11092,2.0
806,3.0
93743,1.5
91257,2.0
71536,4.0
44514,3.0
641,3.0
80133,4.0
49463,4.5
22743,4.0
26752,4.0
43498,2.0
92763,3.0
11197,3.5
57525,3.5
22800,4.0
35740,4.0
66813,3.5
54772,5.0
93324,3.0
30497,4.5
59834,2.0
93240,2.0
31146,3.0
32138,3.5
65503,4.0
34435,3.0
20510,5.0
7712,3.5
47955,3.5
35779,3.0
83949,4.5
42312,3.5
65521,4.0
75385,5.0
76248,4.0
20689,1.0
64154,3.5
64495,2.5
63738,5.0
884,2.0
47044,3.5
71108,3.0
71312,3.0
13543,4.5
57345,3.0
83046,3.5
65738,5.0
67998,2.5
93633,3.5
98808,0.5
688,3.0
99841,2.0
19776,4.5
17972,3.0
27829,4.0
46319,5.0
9874,4.5
97654,4.0
87659,4.0
989,4.0
86092,3.0
63455,3.0
46717,2.5
66197,5.0
40061,3.0
712,4.0
53185,3.0
67745,3.5
93787,2.0
20140,4.5
31582,3.5
65952,2.5
93381,2.5
86519,4.0
10947,3.0
24658,5.0
91399,2.5
53045,3.0
74007,3.5
75062,3.5
57294,4.0
4194,3.5
331,5.0
65371,3.0
52049,4.5
44415,5.0
83052,3.0
41749,5.0
27619,1.0
42688,3.5
59565,2.0
15223,5.0
21948,5.0
38127,4.0
64783,3.0
30701,5.0
28486,3.0
26708,1.5
54690,2.5
58754,4.0
15333,4.0
32040,4.5
74732,3.5
24876,4.0
48813,3.0
17141,3.0
96926,4.0
61568,5.0
42359,4.0
74930,4.0
32015,4.5
73302,2.0
89160,5.0
2700,3.0
23324,3.0
82360,4.5
13730,4.5
80984,4.0
1486,5.0
22705,1.0
53754,3.0
57331,2.0
85422,3.0
93,3.0
8978,3.0
74668,3.0
92427,4.0
68881,2.0
62921,2.0
50562,1.5
67777,3.0
83860,3.0
87771,4.0
1444,1.0
39060,5.0
25698,4.0
64111,3.5
72224,4.0
14600,4.5
93265,3.5
16796,4.5
81702,0.5
92750,3.5
35054,3.0
6966,3.5
8977,3.0
60717,3.0
86584,3.0
6282,3.0
61701,4.0
42495,4.0
69356,3.0
30166,4.5
88624,4.0
10205,4.0
69005,3.0
59242,4.5
83721,4.0
78184,4.0
71561,4.0
77358,5.0
23296,2.0
29811,5.0
11580,4.0
53677,3.5
21903,2.0
26889,3.0
69459,2.5
9185,4.0
10300,5.0
38736,5.0
70961,3.0
87538,4.0
85755,4.0
48452,5.0
91825,2.5
84985,3.5
80956,4.0
88531,5.0
65921,5.0
98739,2.0
21123,2.0
88928,4.0
65239,4.5
48640,3.0
98266,4.0
91589,4.5
59417,4.0
15076,3.0
22333,4.0
84771,5.0
67531,3.0
89887,3.0
28913,4.0
66206,4.0
85250,4.0
63179,4.0
29433,5.0
80876,4.5
67275,2.0
15448,4.0
57923,5.0
79286,2.0
66877,4.5
44153,3.0
25406,3.0
62883,4.0
42115,2.0
98880,2.0
90588,3.5
85974,4.0
25143,2.5
92683,2.5
32545,4.5
8469,4.0
39224,5.0
89853,4.0
96891,5.0
10225,5.0
4712,2.5
85531,3.0
39063,3.0
47848,5.0
17780,3.5
32838,5.0
95430,3.5
57679,3.0
50034,3.5
38065,4.0
20800,5.0
28342,4.0
42364,1.0
33071,5.0
86983,2.0
44968,3.0
93291,1.5
93763,5.0
16671,4.5
46445,3.0
84272,4.5
65592,4.0
34232,4.0
69761,4.0
98883,2.5
29504,4.0
25945,3.0
1235,3.5
84224,5.0
47515,4.5
84384,3.0
11086,3.5
65429,3.5
87827,0.5
27549,3.0
63168,3.0
86981,3.5
44339,1.0
98374,4.0
78331,2.0
26189,4.0
65680,3.0
91916,3.5
13288,4.0
27597,2.0
19854,4.0
59119,4.0
36270,4.0
47109,1.5
10649,4.0
37313,4.0
4974,3.0
20323,3.0
16267,4.0
984,1.5
76929,5.0
17029,5.0
51729,3.5
45812,2.0
45278,0.5
76810,3.5
97566,4.0
44405,2.5
26520,4.5
89210,3.0
43765,3.5
64571,3.5
58209,3.0
9273,4.0
59526,3.0
88756,4.5
17696,4.5
80215,3.5
25837,4.5
23568,4.5
56853,3.0
74734,4.0
83432,1.0
65139,5.0
44829,3.0
69820,3.5
30514,4.0
13305,5.0
49719,3.0
12682,4.0
53590,4.0
82352,5.0
29581,4.0
64901,4.0
11832,2.5
35995,5.0
65629,4.5
78125,4.0
21623,4.0
41923,3.5
1473,2.5
34789,3.0
52931,5.0
57977,4.0
66067,3.5
22039,3.0
42414,4.0
18701,4.0
70583,5.0
60957,4.0
50028,3.0
95270,3.5
76596,4.0
90642,3.0
86119,3.0
86484,4.0
16989,4.0
64674,3.0
18901,4.0
5896,3.0
72856,1.0
95137,3.0
77562,4.0
71691,5.0
9025,4.5
8755,3.0
16268,5.0
17562,4.0
69228,3.0
41359,4.5
58869,4.0
623,5.0
80619,1.5
50924,4.0
25412,3.5
67408,3.0
24214,5.0
9890,4.5
77660,4.0
21521,3.0
10824,2.0
45791,4.0
26494,4.5
78688,3.0
5778,4.0
48011,2.0
71080,4.0
45289,3.5
16070,2.0
65949,3.5
3466,3.5
57474,5.0
92807,2.5
10062,3.0
92630,2.5
68020,4.0
4852,3.0
97065,4.0
44263,4.0
88056,1.0
59907,3.0
53398,4.0
10717,2.5
85981,3.0
70944,4.0
41217,4.0
39181,5.0
9089,4.5
15515,3.0
76854,4.0
17741,0.5
97685,4.0
47882,4.0
26989,4.5
48029,3.0
37239,3.0
91422,2.5
29023,1.0
3820,4.0
54065,4.0
10741,3.5
83451,5.0
3273,4.5
19236,4.0
92890,2.0
63822,4.0
97783,2.5
65212,4.0
78719,3.5
8320,4.0
28410,5.0
83225,4.0
96245,5.0
24089,4.5
91903,3.0
63408,5.0
65609,5.0
60891,4.0
96022,3.0
75649,4.0
35221,3.0
93082,3.0
63407,4.0
3222,2.5
37007,2.5
50345,4.0
88215,4.0
86544,4.0
83204,4.0
36630,3.5
17539,3.0
32302,5.0
95445,3.0
26553,4.0
30003,4.0
44880,2.5
94243,4.0
62925,2.0
35298,3.0
66166,3.5
73581,4.0
81978,5.0
49045,4.0
49521,4.5
94008,3.0
97794,3.5
79390,5.0
9619,3.0
79528,5.0
13839,5.0
34534,3.0
2589,3.0
14798,4.0
39639,1.5
34863,3.5
76346,4.0
39015,2.0
8550,4.0
69298,4.0
44506,1.0
98901,1.5
64547,2.5
30294,4.0
27037,4.0
80622,2.0
6300,4.0
7173,3.5
56387,1.0
5730,5.0
66950,0.5
55584,1.0
1030,3.0
50111,2.0
74865,3.5
45789,5.0
22000,3.0
61919,4.0
90265,4.0
7008,3.0
96325,4.0
44110,4.0
38941,4.0
9111,4.0
50617,4.0
14321,2.5
62953,4.0
47953,5.0
35486,3.5
25018,4.0
19458,4.5
17466,3.0
38699,4.0
83491,5.0
66905,3.5
90388,4.0
94077,3.0
28423,1.0
57588,3.0
44289,3.0
96361,4.0
32929,5.0
49838,4.5
67032,2.5
64908,3.5
45196,0.5
46326,4.5
47331,2.5
9838,4.5
17865,4.0
66036,3.0
96237,4.0
93886,2.0
4610,2.0
58220,4.0
78056,4.0
98884,2.0
86255,3.5
5675,3.0
94988,2.0
90263,3.0
71608,3.5
42046,4.5
59828,4.5
94977,2.5
91376,1.0
28619,2.0
26326,2.0
11556,3.0
72057,4.0
2619,2.0
45592,4.0
71706,0.5
80953,3.0
90179,5.0
2049,2.5
5040,5.0
18279,5.0
23905,4.0
91900,1.5
50784,3.0
15298,5.0
16591,5.0
41981,4.0
88575,4.0
81404,4.0
61988,3.0
875,4.5
42516,3.0
1839,4.0
61205,3.0
7854,5.0
80539,3.5
22689,4.0
50321,4.0
86231,4.0
59949,3.0
10146,3.5
81249,3.5
73307,4.5
49946,3.0
89304,3.0
46687,3.0
56286,4.0
65964,3.5
39455,3.5
7776,0.5
37162,4.0
90237,4.0
53086,3.5
14484,3.5
63021,4.0
92940,4.0
74618,4.5
64116,4.0
16855,5.0
50827,0.5
57082,1.0
82341,1.0
82175,4.0
14592,4.0
193,4.0
895,4.0
90137,4.5
43170,4.5
87960,1.5
19247,4.5
31481,2.0
59657,2.5
76623,0.5
1807,2.5
78269,5.0
48468,3.0
7393,3.0
71417,5.0
95092,2.5
47725,1.0
2991,3.0
20311,3.0
83109,4.5
6895,3.0
3634,4.0
72843,4.0
91247,5.0
82902,4.5
64220,4.0
67441,3.0
81317,4.0
66481,3.5
15488,5.0
73453,3.0
1714,4.0
54941,3.5
89861,3.0
86958,2.0
10397,2.5
36083,4.0
63685,2.0
23830,3.0
65600,5.0
15428,4.5
30962,2.0
46282,5.0
42062,4.0
43284,5.0
97815,3.0
9084,4.0
44874,3.0
84565,5.0
31340,3.0
89890,3.0
79538,5.0
87151,3.5
90078,4.5
60436,5.0
87801,2.5
34780,3.5
30724,3.0
68126,3.0
3607,4.0
83764,4.0
73415,4.0
33129,3.5
75772,3.0
16809,3.5
51814,4.5
87945,3.0
91658,5.0
47327,1.5
91489,4.5
28754,3.5
76522,2.5
69988,2.5
81816,0.5
26254,4.0
22002,3.0
20915,2.0
4526,3.5
86432,3.5
23530,3.0
9426,4.0
69076,4.0
24868,4.0
17063,4.0
12422,4.0
46512,5.0
5155,5.0
15734,4.5
47310,4.5
7624,4.0
79078,1.0
35604,3.0
55908,3.5
85149,5.0
24004,4.5
39309,2.0
47573,3.5
5999,5.0
41957,5.0
14308,2.0
20762,4.5
93562,3.0
50383,4.0
99000,3.0
64667,3.5
76301,3.5
4084,4.0
57645,3.0
61415,4.5
40987,4.0
30143,5.0
92726,1.0
29320,4.0
20076,3.5
64738,3.0
83637,4.0
29871,4.0
81589,4.5
16506,3.0
28663,2.0
90987,4.0
2260,3.0
576,4.0
53283,5.0
83979,3.0
36202,2.0
26407,2.0
49992,4.0
90834,3.0
14663,3.5
70668,5.0
35778,4.5
52210,3.0
18655,4.0
31333,2.0
5993,4.0
33617,5.0
25283,3.0
76572,3.5
89917,5.0
5136,5.0
56967,4.0
77058,4.0
1698,4.5
35849,3.0
87634,2.0
42365,4.0
11067,3.0
77383,3.5
67654,4.0
87045,2.0
82199,4.0
88177,3.0
99083,3.0
10444,2.5
100328,3.0
99211,3.5
61175,4.5
2894,3.0
11509,4.0
58118,3.5
81489,5.0
16434,3.5
29269,4.0
48194,4.0
78470,4.0
97782,1.5
95330,2.0
96775,4.0
18492,3.0
89622,4.5
46467,4.5
64292,2.0
63200,5.0
85246,3.0
51767,4.0
86075,4.0
34729,3.5
98596,4.0
84662,3.0
99601,4.0
51304,4.0
4932,4.0
52760,5.0
29898,4.5
11031,2.0
7197,3.5
99020,4.0
31646,1.0
84570,5.0
73862,3.0
54601,3.5
92457,5.0
9730,5.0
40855,3.0
10633,4.0
85961,5.0
74080,4.0
67666,2.0
37938,4.5
98376,3.5
34149,3.5
18642,3.5
4241,4.5
66463,3.5
74315,3.0
12775,3.0
67421,3.0
88186,5.0
98490,5.0
15506,2.0
94611,2.5
69805,2.0
55879,3.0
52403,5.0
89003,3.0
94917,3.0
13179,4.0
89789,4.5
1743,4.0
185,5.0
93495,2.0
62321,2.0
28341,3.0
15237,4.5
68324,0.5
64735,4.0
21027,1.5
53566,3.0
82308,2.5
96737,3.0
55793,2.0
88140,1.5
94203,2.5
63767,1.5
60739,5.0
56756,3.5
3934,4.0
53682,4.5
53626,4.0
52105,5.0
35790,2.0
73945,4.0
97451,5.0
96051,3.0
93776,2.5
21506,3.0
33058,3.0
48684,3.0
85612,5.0
68871,4.0
97985,4.0
63003,3.0
4151,2.0
11668,4.5
52814,3.5
97639,2.5
97213,2.0
39821,4.0
73910,3.0
5002,4.0
7976,3.5
20639,4.0
19225,3.5
5135,3.0
91558,5.0
3154,2.0
17211,3.5
13074,3.0
6225,4.0
20139,4.0
73032,5.0
98290,3.5
40559,3.0
11558,4.5
41286,4.0
2675,3.0
62956,4.0
16880,4.5
8984,1.0
5520,3.0
39675,3.5
44822,3.5
96132,3.0
75330,4.0
28680,4.0
85025,2.5
34971,3.0
51186,5.0
60791,3.0
29423,3.0
27003,4.0
13830,2.0
12658,4.0
83747,4.0
88976,5.0
80803,3.5
35962,1.0
38246,4.0
93962,2.5
53085,5.0
57701,3.0
64430,2.5
11528,4.0
80078,4.0
100004,3.5
69296,5.0
88017,2.0
4760,2.5
14117,4.0
69433,4.0
2159,4.0
49400,3.5
15727,5.0
89542,3.0
97659,4.0
39351,3.5
29497,5.0
56831,4.5
12879,4.0
100406,3.5
69368,3.0
73787,4.0
22134,2.5
15565,4.0
67100,5.0
29310,5.0
37343,4.5
38892,5.0
98306,4.0
97778,3.0
54812,4.0
44861,2.0
43135,3.0
928,1.5
52336,2.5
64941,4.0
91063,3.0
81032,3.0
27326,5.0
96735,4.0
82601,5.0
99886,3.5
1925,4.0
69521,3.0
86907,2.0
48070,5.0
87440,3.5
38284,4.0
39500,2.0
57797,3.5
21324,3.0
6033,2.0
75795,3.0
73036,4.5
77372,4.5
94047,2.5
82674,4.5
87804,0.5
90268,5.0
79759,5.0
68566,3.0
42122,4.0
64410,2.5
60909,5.0
54503,4.5
61511,4.0
65768,3.5
60131,4.0
27315,4.0
20395,5.0
93049,4.0
97805,4.0
30660,3.0
69377,3.0
64481,4.0
99509,3.0
100596,4.5
75986,3.5
15631,4.0
96706,2.0
87490,4.0
35603,5.0
28070,3.5
40652,5.0
49296,3.5
25528,5.0
12553,4.0
75663,4.0
18290,3.0
53581,4.0
44728,3.0
27061,4.5
11429,2.5
19084,5.0
56177,3.0
89782,4.0
25302,4.0
77772,4.5
34391,2.5
22196,3.5
91524,4.0
86268,2.5
85847,1.0
36161,4.0
33278,4.0
24061,4.0
70256,3.0
22064,4.0
46042,5.0
36416,4.0
10277,5.0
95068,3.0
69731,1.0
1654,3.5
73258,3.5
10433,3.5
6665,3.0
95297,3.5
31502,4.0
31618,2.5
77586,4.5
53901,4.0
56684,5.0
36237,4.0
19268,4.5
94982,1.0
57542,3.0
79168,2.5
24252,5.0
87517,3.5
66538,3.0
19691,4.5
62814,5.0
21573,3.0
45162,3.0
29409,3.0
73206,4.0
97701,2.5
48545,2.0
76587,3.0
62914,2.0
64467,4.0
57130,4.0
2282,2.0
62322,4.0
73452,2.5
87120,5.0
99351,4.5
32934,5.0
53947,4.0
10208,3.5
12977,5.0
64045,2.5
99095,1.0
69526,3.0
64329,4.0
71144,4.0
35787,5.0
91545,5.0
67339,4.5
78092,3.5
42618,2.0
70722,5.0
44599,3.0
78825,1.5
73972,4.5
9165,3.0
52584,4.5
77473,1.0
94785,3.0
80017,3.0
55553,3.0
1697,3.5
41372,4.0
14957,4.0
61796,2.0
58422,4.0
89035,3.5
73628,4.0
3957,4.0
46007,4.0
710,5.0
91648,4.5
9829,3.5
9606,5.0
2237,3.5
28888,4.0
68072,3.5
63435,4.0
93946,3.0
48592,3.0
30474,4.5
57008,3.0
43577,4.0
41036,3.0
19906,3.5
66065,4.0
94927,2.5
85026,1.5
87670,3.5
98740,3.0
54155,4.0
60570,1.0
13835,3.0
82820,4.5
94410,2.5
65066,3.5
34988,3.0
21086,4.0
